ControlQ_NoKidsQ1_1,N0to5yrold,N6to11yrold,N12to17yrold,Ep_Q1_l1,Ep_Q1_l2,Ep_Q1_l3,Quota_Childfocus0to5,Quota_Childfocus_6to11,Quota_Childfocus_12to17,Gender,Sibling_order,Parent_gender,Parent_birthyear_MISSING,Parent_birthyear,Eductaion_scale,Household_income,Region_of_residence,Access_smartphone,Access_tablet,Access_TV,Access_PCconsole,Access_other,Wor_presence,Wor_time_w_friends,Wor_WHO5_rested,Wor_WHO5_activityandenergy,Wor_WHO5_interestingdays,Wor_delayed_gratification,Wor_empathy,Wor_imagination,Wor_PLAY_imaginary,Wor_play_free_play,Wor_physical_activity_health,Q11_PLAY_physical,Wor_WHO5_happiness_mood,Wor_concentrate,Wor_creativity,Wor_learning_school_care,Wor_PLAY_object,Worr_play_adultinitiated,Wor_PLAY_rulebased,Wor_motorskills,Wor_attention,Wor_WHO5_calm_relaxation,Wor_resilience,Wor_self_discipline,Wor_socialskills,Wor_social_relations,Wor_sleep,Wor_language,Wor_stress,Wor_PLAY_symbolic,Wor_time_family,Wor_time_creativity,Wor_time_leisure_activities,Wor_time_schoolwork,Wor_conflicts_at_home,Wor_addiction,Wor_bullying,Wor_loneliness,Wor_somethingelse,Freetext_worry,Freetext_worry_string,WORRY_general,problem_smartphone,problem_ipad,problem_tv,problem_comp,problem_forælder_skærmfb,Parent_action_LIMIT_Q16,Parent_action_SUPPORT_Q17,forælder_begrænse,forælder_støtte,forælder_egne_skærme,forælder_tid_opmærksomhed,skærmtid_regler,skærmtid_regler_TXT,Agency_Uncertainty_Q19,Agency_Lack_of_information_Q20,Agency_screens_positive_functionQ21,Max_1Q22_1_resp,Max_Q22_2_resp,Max_Q22_3_resp,Max_Q22_4_resp,Max_Q22_5_resp,Max_Q22_6_resp,neuromyte_1_F,neuromyte_2_S,neuromyte_3_S,neuromyte_4_F,neuromyte_5_F,neuromyte_6_F,neuromyte_7_S,neuromyte_8_S,neuromyte_9_F,neuromyte_10_F,neuromyte_11_S,neuromyte_2_S_correct,neuromyte_3_S_correct,neuromyte_7_S_correct,neuromyte_8_S_correct,neuromyte_11_S_correct,Neuromyte_1_F_correct,Neuromyte_4_F_correct,neuromyte_5_F_correct,neuromyte_6_F_correct,neuromyte_9_F_correct,neuromyte_10_F_correct,Neuromyths_correct,True_Neuromyths_correct,False_Neuromyths_correct,False_neuromyths_believed,Maximization,Play_focus,Age_group,N_children,Oldest_child,Education_collegelevel_yn,Parent_age,Worry_level
0,0,1,1, ,1,1,0,1,0,2,3,2,1,1974,5,10,2,1,1,0,1,0,3,2,4,2,3,3,2,3,4,4,5,4,2,4,4,3,3,4,3,4,3,2,2,3,4,3,4,4,3,4,3,4,2,3,2,4,2,2, ,2, ,3,1,2, ,2,2, , ,1,2,2,4,2, ,1,2,4,1,1,3,1,3,1,2,1,2,2,2,1,1,1,2,1,2,1,0,1,1,0,1,1,1,0,1,0,.636363636363636,.6,.666666666666667,.333333333333333,1.66666666666667,3.6,2,2,3,2,44,2
0,0,1,1, ,1,1,0,1,0,1,3,2,1,1972,5,5,1,1,1,1,1,0,4,6,4,6,3,2,4,5,4,6,6,6,1,3,4,1,4,6,5,6,4,1,2,4,5,4,3,3,4,3,5,5,1,2,1,5,1,4, ,2, ,6,1,5,1,4,4, , ,1,1,5,5,2, ,1,2,2,1,3,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,.636363636363636,.8,.5,.5,1.66666666666667,4.4,2,2,3,2,46,5
0,1,1,0,1,2, ,1,0,0,2,3,2,1,1975,5,8,1,1,1,1,1,0,6,6,6,4,6,4,5,3,6,6,5,4,5,3,4,4,6,5,6,5,4,6,3,4,5,6,6,4,6,6,6,4,6,6,6,6,4,5, ,2, ,6,4,6,4,4,6, , ,6,1,5,6,1,Max 30min med Ipad om dagen. Tv Max 1 time om dagen,1,4,5,1,4,4,6,6,1,2,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,.545454545454545,.8,.333333333333333,.666666666666667,3.66666666666667,5.6,1,2,2,2,43,5
0,0,0,1, , ,1,0,0,1,1,3,2,1,1969,4,12,4,1,1,1,1,0,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,4,5,4,4,5,5,4,5,5,5,4,5,4,5,3,5,4,4,4,5,5,4,5, ,3, ,5,4,4,4,4,1, , ,4,3,1,1,2, ,1,3,4,4,2,3,3,2,3,1,1,2,2,1,1,1,1,2,1,1,1,0,1,1,1,0,1,0,0,1,0,.545454545454545,.8,.333333333333333,.666666666666667,2.83333333333333,4.2,3,1,3,1,49,4
0,1,0,0,2, , ,1,0,0,1,1,2,1,1981,5,12,1,0,1,1,0,0,5,3,4,3,4,4,2,4,4,5,4,5,4,4,5,3,5,4,4,5,4,4,3,5,4,4,4,4,4,4,4,5,4,4,4,5,3,4, ,3, ,4, ,4,3, ,4, , ,6,6,2,4,1,Ingen tv/skærm om morgenen på hverdage. Afgrænset tidsrum eftermiddag og weekend.,1,2,4,2,2,4,4,4,3,1,2,2,2,2,1,1,2,2,1,1,0,0,1,0,1,0,1,1,0,1,0,.454545454545455,.4,.5,.5,3.16666666666667,4.4,1,1,1,2,37,3
0,0,0,1, , ,1,0,0,1,1,3,2,1,1999,3,12,4,1,1,1,1,0,5,4,5,5,2,2,1,3,2,2,5,2,2,1,2,3,1,2,2,2,5,4,2,2,4,3,3,2,3,1,4,3,1,4,2,4,4,4, ,2, ,3,1,1,1,1,1, , ,1,2,1,4,2, ,1,2,5,1,1,1,4,5,1,1,1,2,1,2,1,1,2,2,1,1,1,0,1,0,1,0,0,1,0,1,0,.454545454545455,.6,.333333333333333,.666666666666667,2.16666666666667,1.6,3,1,3,1, ,2
0,1,0,0,1, , ,1,0,0,1,4,2,1,1991,3,12,1,1,1,1,1,0,6,6,4,4,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6, ,3, ,2,6,6,6,6,3, , ,3,3,3,3,1,han er ikke så gammel så ikke så mange regler endnu,3,6,3,4,3,3,3,3,3,2,2,1,1,1,2,1,2,2,2,1,0,1,1,0,1,1,0,0,1,1,1,.636363636363636,.6,.666666666666667,.333333333333333,3.16666666666667,6,1,1,1,1,27,1
0,0,1,1, ,1,1,0,1,0,1,3,2,1,1980,4,9,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,2, ,2, ,1,1,1,1, , ,3,3,1,1,2, ,1,1,5,1,3,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,.545454545454545,1,.166666666666667,.833333333333333,2,1,2,2,3,1,38,1
0,0,0,1, , ,1,0,0,1,1,4,2,1,1969,5,5,4,1,1,1,1,0,4,4,6,4,2,1,1,3,2,4,3,4,4,5,2,1,1,4,5,1,5,5,2,5,2,2,4,1,1,2,4,4,4,3,4,4,1,3, ,2, ,5,2,4,1,5,2, , ,2,1,1,2,1,Måltider ingen elektronil,4,4,5,4,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,0,0,1,1,0,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,1.83333333333333,2.8,3,1,3,2,49,4
0,0,0,1, , ,1,0,0,1,1,3,2,1,1959,1,3,1,1,0,1,0,0,6,5,6,6,5,6,5,6,6,6,6,6,5,5,6,6,6,5,5,5,6,6,5,6,5,6,6,4,6,6,6,6,5,6,5,6,1,5, ,3, ,6,5, ,5, ,3, , ,6,1,1,2,1,Ingen tlf når vi spiser,1,1,1,1,6,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,0,0,1,0,1,1,1,1,0,1,1,.636363636363636,.4,.833333333333333,.166666666666667,1.83333333333333,5.8,3,1,3,1,59,5
0,0,1,0, ,2, ,0,1,0,2,3,2,1,1979,5,5,4,1,1,1,1,0,4,3,1,6,3,3,3,4,5,6,5,4,4,4,4,3,2,3,4,4,4,3,4,4,5,4,2,3,4,4,4,4,2,3,5,5,1,4, ,2, ,4,1,3,2,1,4, , ,4,3,4,4,3, ,4,2,3,3,2,4,5,4,2,2,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,.545454545454545,.8,.333333333333333,.666666666666667,3.33333333333333,3.8,2,1,2,2,39,3
0,0,0,1, , ,1,0,0,1,2,3,1,1,1959,2,6,2,1,1,1,0,0,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,5,3,4,4,3,3,3,3,3,4,3,4, ,3, ,5,4,4,4, ,4, , ,2,2,3,4,1,Alt er lagt væk når vi spiser,3,4,4,1,1,4,4,2,1,2,1,2,2,1,1,1,2,2,1,2,1,0,1,0,0,1,1,0,0,1,0,.454545454545455,.4,.5,.5,2.16666666666667,4,3,1,3,1,59,4
0,0,0,1, , ,1,0,0,1,1,4,1,1,1950,5,3,3,0,1,1,1,0,5,5,5,6,1,5,4,4,5,5,5,5,4,5,3,4,4,4,5,5,5,5,5,6,6,5,5,3,4,4,6,3,5,5,6,6,4,4, ,3, ,3, ,4,4,4,4, , ,1,2,4,4,2, ,4,3,3,2,3,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,.545454545454545,1,.166666666666667,.833333333333333,2.66666666666667,4.6,3,1,3,2,68,2
0,0,1,0, ,2, ,0,1,0,2,1,2,1,1970,5,12,3,1,0,1,1,0,4,3,2,2,2,4,4,2,3,3,4,4,2,3,3,4,4,4,4,4,4,2,4,4,3,3,4,2,4,3,4,3,2,5,4,4,3,3, ,3, ,3,2, ,3,3,3, , ,4,4,4,4,3, ,2,2,4,1,2,3,4,4,2,2,1,2,1,2,1,1,1,1,1,2,1,0,1,1,0,1,0,1,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,2.66666666666667,3.6,2,1,2,2,48,2
0,0,0,1, , ,1,0,0,1,1,3,2,1,1964,5,11,3,1,1,1,1,0,5,4,6,6,6,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,4, ,3, ,6,4,2,4,6,2, , ,4,2,1,1,2, ,4,4,4,4,4,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,0,1,1,0,1,1,.818181818181818,1,.666666666666667,.333333333333333,2.5,4.8,3,1,3,2,54,5
0,0,0,1, , ,1,0,0,1,2,4,2,1,1968,5,4,2,1,1,1,1,0,5,5,4,5,4,5,3,5,5,5,5,5,3,3,4,2,5,5,5,4,3,3,3,3,4,4,5,3,4,5,5,5,5,5,5,5,3,4, ,3, ,6,5,3,4,3,3, , ,3,3,3,3,1,"At vi ikke kigger på skærme, imens vi spiser sammen.",2,2,5,2,4,3,2,3,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,1,0,0,0,1,1,.545454545454545,.6,.5,.5,2.5,5,3,1,3,2,50,5
0,1,1,0,1,1, ,1,0,0,2,3,2,1,1988, ,12,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3, ,3, ,2,1,1,1,1,2, , ,6,3,1,2,1,Max 1 time skærmtid på hverdage og max 3 i weekenden,1,4,4,4,4,4,4,4,3,2,1,2,2,1,1,1,1,2,2,1,1,0,1,1,1,1,1,0,0,1,1,.727272727272727,.8,.666666666666667,.333333333333333,3.83333333333333,1,1,2,2, ,30,1
0,0,0,1, , ,1,0,0,1,1,3,2,1,1968,5,11,1,1,1,1,0,0,6,6,6,5,4,6,6,5,6,6,6,6,3,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,4,4,5,6,4,5, ,2, ,7,3,4,1, ,4, , ,4,4,1,1,2, ,2,6,5,1,6,6,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,.454545454545455,.8,.166666666666667,.833333333333333,2.66666666666667,6,3,1,3,2,50,6
0,0,0,1, , ,1,0,0,1,2,3,2,1,1968,4,3,2,1,1,1,1,0,4,3,6,6,2,3,1,1,1,5,6,6,2,2,3,1,5,6,4,1,5,2,5,1,1,1,6,1,6,3,4,2,3,4,5,6,1,3, ,3, ,5,4,4,1,5,5, , ,2,2,5,6,2, ,5,5,5,1,1,2,2,4,6,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,.636363636363636,1,.333333333333333,.666666666666667,2.66666666666667,3.8,3,1,3,1,50,4
0,0,1,1, ,1,1,0,1,0,2,3,2,1,1979,4,8,1,1,1,1,1,0,5,2,4,5,5,3,4,4,5,5,5,5,3,3,4,3,5,2,5,4,4,4,3,4,5,4,4,2,4,2,4,4,4,4,4,6,4,5, ,2, ,5,2,4,1,1,3, , ,4,1,3,3,1,Max tid på skærm,4,3,4,1,3,3,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,0,1,0,1,1,1,1,0,0,0,.545454545454545,.6,.5,.5,1.66666666666667,4.4,2,2,3,1,39,4
0,0,1,0, ,1, ,0,1,0,1,4,2,1,1984,2,3,3,1,1,1,1,0,3,3,1,1,1,1,1,3,3,3,3,3,1,3,3,1,3,3,3,3,3,1,3,1,3,3,1,1,3,3,1,3,1,3,3,3,3,3, ,3, ,3,3,3,3,3,3, , ,3,3,3,3,2, ,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,.454545454545455,1,0,1,3,3,2,1,2,1,34,2
0,1,1,0,1,1, ,1,0,0,2,3,2,1,1984,5,8,4,0,1,1,0,0,5,2,2,4,2,4,3,3,3,4,5,4,4,5,4,3,3,4,2,4,3,1,4,4,3,4,3,2,4,2,4,4,3,3,5,5,3,1, ,2, ,2, ,1,1, ,3, , ,5,4,2,4,1,"Man spørger om lov til skærm, og voksne styrer hvornår det er slut.",3,1,4,1,5,3,3,4,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,0,0,0,.454545454545455,.8,.166666666666667,.833333333333333,2.83333333333333,2.8,1,2,2,2,34,1
0,0,1,1, ,1,1,0,1,0,2,3,2,1,1974,5,12,3,1,0,1,1,0,4,4,1,6,2,4,5,4,2,6,6,6,1,2,3,2,6,6,2,6,4,4,3,4,6,6,1,3,6,2,4,4,1,1,1,4,1,6, ,2, ,2,1, ,1,1,5, , ,6,6,4,4,1,Faste mobil/pc tider,1,1,4,1,1,1,1,6,1,2,2,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,.363636363636364,.6,.166666666666667,.833333333333333,1.83333333333333,3.6,2,2,3,2,44,1
0,0,1,0, ,2, ,0,1,0,1,1,2,1,1979,5,12,5,1,1,1,1,0,5,4,6,6,6,5,1,4,4,5,5,4,6,5,4,2,5,6,5,5,4,6,4,6,5,3,5,3,6,3,5,4,5,2,6,6,2,4, ,2, ,5,1,4,1,1,1, , ,6,4,1,1,1,Vi har max tid,3,1,4,1,3,6,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,.545454545454545,1,.166666666666667,.833333333333333,2.83333333333333,4.2,2,1,2,2,39,4
0,0,0,1, , ,1,0,0,1,1,3,2,1,1972,2,7,4,1,0,1,1,0,4,2,2,5,5,2,2,2,2,6,6,5,1,2,2,2,5,1,5,6,2,1,6,4,4,2,2,5,1,5,2,4,5,1,5,2,1,2, ,3, ,5,2, ,1,4,4, , ,4,3,2,4,1,Vi har lavet tidsskema for hele dagen - med alle aktiviteter,4,4,6,1,1,1,5,4,1,2,1,2,2,2,1,1,1,1,1,2,1,0,1,1,0,1,1,1,0,0,0,.545454545454545,.6,.5,.5,2.16666666666667,4.4,3,1,3,1,46,4
0,0,0,1, , ,1,0,0,1,2,3,2,1,1975,2,8,5,1,1,1,1,0,1,1,4,6,1,5,1,1,1,1,6,1,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,4,4,1,1,1,3,5,1, ,2, ,5,4,1,1,1,1, , ,1,3,5,5,2, ,1,1,6,1,1,6,1,5,6,2,1,1,2,2,1,1,2,1,2,1,1,1,1,0,1,1,1,1,0,0,1,.727272727272727,.8,.666666666666667,.333333333333333,3.33333333333333,1,3,1,3,1,43,4
0,0,1,1, ,1,1,0,1,0,2,3,1,1,1988,1,3,3,1,1,1,1,0,2,3,2,2,2,4,4,3,4,2,3,2,1,2,2,2,2,2,2,3,3,2,2,4,3,2,2,2,4,5,1,4,2,2,3,3,4,3, ,3, ,6,6,6,6,6,6, , ,6,6,6,5,3, ,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,.545454545454545,0,1,0,6,3,2,2,3,1,30,5
0,0,0,1, , ,2,0,0,1,2,3,1,1,1965,2,12,4,1,1,1,1,0,6,4,4,5,4,5,5,3,3,5,6,5,4,4,4,5,5,5,5,4,5,4,5,5,5,5,6,6,5,5,6,4,5,5,4,4,6,4, ,3, ,6,5,2,1,1,3, , ,2,3,2,4,2, ,5,5,4,5,4,1,3,3,2,2,1,2,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,3,4.6,3,1,3,1,53,5
0,0,0,1, , ,2,0,0,1,2,2,2,1,1972,4,12,1,1,1,0,0,0,3,3,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3, ,2, ,3,3,3, , ,4, , ,3,3,3,3,1,ingen mobiler ved spisebordet,4,4,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,.636363636363636,1,.333333333333333,.666666666666667,3,3,3,1,3,1,46,2
0,0,0,1, , ,2,0,0,1,1,3,2,1,1968,4,6,1,1,0,1,1,0,2,3,4,4,2,2,2,2,5,5,2,6,3,3,2,1,1,5,6,4,2,4,2,1,4,3,2,3,2,5,4,2,1,1,5,5,2,5, ,2, ,5,1, ,2,4,4, , ,2,5,1,4,2, ,1,3,4,2,5,3,1,3,1,2,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,0,0,0,1,.545454545454545,.8,.333333333333333,.666666666666667,2.5,4.6,3,1,3,1,50,4
0,1,1,0,2,1, ,1,0,0,2,2,2,1,1989,6,6,4,0,1,1,0,0,4,4,2,4,2,2,2,2,2,2,4,2,2,2,4,1,2,2,2,4,3,3,2,3,2,4,4,3,3,2,4,2,3,1,2,4,1,2, ,2, ,3, ,2,2, ,5, , ,6,1,6,6,1,"Ingen iPad i hverdagene (her kan børnene kun se tv i form af Ramasjang, når mor og far bestemmer det). Ipads er til weekend og ferie",1,1,5,3,3,3,3,3,1,2,1,2,2,1,1,1,1,2,2,1,1,0,1,1,1,1,1,0,0,1,1,.727272727272727,.8,.666666666666667,.333333333333333,2.66666666666667,2,1,2,2,2,29,2
0,0,0,1, , ,2,0,0,1,1,3,2,1,1968,5,5,1,1,1,1,1,0,4,4,3,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,3,3,4,3,4, ,3, ,6,1,5,1,3,6, , ,1,1,4,6,2, ,2,2,4,3,4,3,3,3,1,2,1,2,2,1,1,1,2,2,2,1,1,0,1,0,1,1,1,0,0,1,1,.636363636363636,.6,.666666666666667,.333333333333333,2.83333333333333,4,3,1,3,2,50,5
0,0,0,1, , ,2,0,0,1,1,1,2,1,1981,2,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,2, ,2,1,1,1,1,1, , ,1,1,1,2,2, ,1,1,6,1,4,2,3,3,1,1,2,2,2,2,1,2,1,2,2,1,0,0,0,1,1,0,1,1,0,1,1,.545454545454545,.4,.666666666666667,.333333333333333,2.33333333333333,1,3,1,3,1,37,1
0,0,0,1, , ,2,0,0,1,1,3,2,1,1977,7,11,1,1,1,1,1,0,6,2,4,5,6,4,5,1,1,4,6,6,4,2,2,1,5,3,1,6,2,4,3,4,3,2,5,2,6,5,6,2,4,3,5,5,4,5, ,3, ,3,1,2,2,2,2, , ,2,4,1,5,2, ,2,2,5,1,2,1,3,6,1,2,1,2,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,2.33333333333333,3.6,3,1,3,2,41,2
0,0,0,1, , ,1,0,0,1,1,2,2,1,1993,3,1,1,1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,3, ,7,6, , , ,6, , ,6,6,6,6,3, ,6,6,6,6,5,6,6,6,6,1,1,2,1,1,1,2,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,.181818181818182,.4,0,1,5.83333333333333,6,3,1,3,1,25,6
0,1,1,0,1,1, ,1,0,0,2,3,2,1,1984,6,10,2,1,1,1,1,0,5,3,5,3,3,2,1,3,2,2,5,5,4,3,2,1,2,1,5,4,3,5,3,1,3,3,4,1,5,2,2,2,1,1,2,1,1,1, ,2, ,3,1,3,3,1,5, , ,5,2,1,4,3, ,4,1,5,1,1,3,6,5,4,2,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,.545454545454545,.8,.333333333333333,.666666666666667,3.33333333333333,3.2,1,2,2,2,34,2
0,1,0,0,2, , ,1,0,0,2,1,1,1,1971,7,6,5,0,0,1,0,0,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,1,2,1,2,2,2, ,2, ,2, , ,2, ,3, , ,1,2,2,2,2, ,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,1,0,.454545454545455,.8,.166666666666667,.833333333333333,1.83333333333333,2,1,1,1,2,47,1
0,0,1,1, ,1,2,0,1,0,2,3,2,1,1977,6,12,3,1,0,1,1,0,5,2,2,5,5,5,3,4,5,6,2,5,2,3,5,2,4,4,6,2,4,5,2,2,4,5,2,2,2,2,1,4,1,1,2,2,5,5, ,2, ,5,4, ,1,1,1, , ,5,4,1,1,1,Hvornår det er ok/ikke ok at bruge sin telefon,1,4,4,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,0,0,1,1,1,1,1,0,0,1,0,.545454545454545,.6,.5,.5,1.5,4.4,2,2,3,2,41,4
0,0,1,1, ,1,2,0,1,0,2,3,1,1,1964,6,11,2,1,1,1,1,0,5,6,6,5,6,2,4,4,6,6,5,6,6,3,6,5,5,5,6,4,6,6,3,2,4,5,6,2,6,6,5,6,2,4,5,4,2,3, ,2, ,5,4,4,4,4,4, , ,4,4,4,4,2, ,2,2,3,4,2,2,4,4,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,.727272727272727,1,.5,.5,3.33333333333333,5.8,2,2,3,2,54,4
0,0,0,1, , ,1,0,0,1,1,3,2,1,1969,5,6,5,1,0,1,1,0,6,5,6,6,6,6,4,5,6,6,6,6,5,6,6,6,6,4,6,6,6,6,4,4,5,6,6,6,6,5,6,5,5,6,6,6,5,5, ,2, ,7,6, ,1,4,2, , ,6,5,2,2,2, ,2,5,2,6,2,5,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,0,0,0,1,.545454545454545,.8,.333333333333333,.666666666666667,3,5.8,3,1,3,2,49,6
0,0,0,1, , ,2,0,0,1,1,3,2,1,1977,3,6,2,1,1,1,1,0,6,5,6,6,6,5,5,2,2,3,6,3,6,2,2,4,1,2,3,2,5,6,2,5,5,5,6,2,4,2,6,5,5,6,6,6,2,5, ,3, ,6,2,2,2,5,4, , ,3,4,1,4,2, ,5,5,6,2,2,5,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,.636363636363636,1,.333333333333333,.666666666666667,2.66666666666667,2.2,3,1,3,1,41,5
0,0,0,1, , ,1,0,0,1,2,1,2,2, ,6,12,4,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,2, ,6,5,5,5,5,4, , ,5,5,5,5,3, ,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,.545454545454545,1,.166666666666667,.833333333333333,3,5,3,1,3,2, ,5
0,1,0,0,1, , ,1,0,0,1,4,2,1,1984,4,4,4,0,0,0,0,1,4,3,3,2,4,4,4,3,2,3,4,5,4,3,2,3,3,2,2,4,5,1,3,3,1,2,4,1,2,2,2,1,3,1,2,3,3,4, ,2, ,1, , , , ,3, , ,4,3,2,1,2, ,2,2,2,3,1,3,4,2,3,2,2,2,2,1,2,1,2,2,2,2,0,0,1,0,0,1,1,0,1,1,1,.545454545454545,.2,.833333333333333,.166666666666667,2.66666666666667,2.8,1,1,1,1,34, 
0,0,0,1, , ,1,0,0,1,2,3,1,1,1956, ,11,1,1,1,1,1,1,4,6,5,6,5,4,6,4,5,6,6,6,5,5,5,5,6,5,5,6,6,5,4,4,6,6,5,4,4,6,6,5,4,5,4,6,5,5, ,3, ,7,5,5,4,5,4, , ,3,3,4,4,2, ,5,4,5,4,3,2,3,4,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,1,0,.727272727272727,1,.5,.5,3.16666666666667,5.6,3,1,3, ,62,6
0,0,1,1, ,1,1,0,1,0,2,3,2,1,2004,1,11,1,1,0,1,1,0,6,6,6,6,5,4,6,4,4,5,6,6,4,5,6,4,6,4,4,5,6,6,4,5,3,4,5,5,4,3,6,6,4,6,6,6,5,3, ,3, ,5,4, ,2,2,3, , ,5,1,5,5,1,Max 45 minutters skæretid om dagen. Ellers er alle skærme HELT væk. Så er det mere tid til familien og til at hjælpe med praktiske opgaver,3,3,4,4,6,1,5,6,2,2,1,2,1,1,2,2,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,.454545454545455,.6,.333333333333333,.666666666666667,4,4.6,2,2,3,1, ,4
0,1,0,0,2, , ,1,0,0,2,1,2,1,1981,5,7,2,0,1,1,0,0,5,5,6,5,5,5,5,6,5,6,5,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,4,3,5,5,5,6,5,5,4,3,3,3, ,2, ,2, ,1,1, ,4, , ,1,4,1,3,2, ,1,1,4,1,5,2,3,5,1,1,2,2,2,1,2,1,1,1,2,1,0,0,1,1,1,0,1,0,1,0,1,.545454545454545,.6,.5,.5,2.83333333333333,5,1,1,1,2,37,1
0,0,1,0, ,2, ,0,1,0,2,3,2,1,1979,2,8,3,1,1,1,1,0,6,1,1,6,1,4,5,1,4,2,5,5,3,1,1,1,3,1,4,1,2,3,3,4,1,2,1,1,4,3,5,1,1,1,5,1,1,5, ,3, ,3,1,2,1,1,4, , ,1,4,4,4,1,Hvis du passer ine fritidsaktiviteter så er der ingen regler med skærm,4,1,1,6,6,1,6,1,4,1,1,2,2,1,1,1,2,2,1,1,1,0,1,0,1,0,1,0,0,1,0,.454545454545455,.6,.333333333333333,.666666666666667,4,3.8,2,1,2,1,39,2
