RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
395022,45,"Richmond, VA",Msa,VA,4947.0,4775.0,5059.0,5538.0,5960.0,6217.0,6284.0,6282.0,6157.0,6081.0,5832.0,5389.0,4945.0,4675.0,4845.0,5106.0,5534.0,5821.0,6004.0,5988.0,5939.0,5954.0,5780.0,5374.0,4964.0,4779.0,4964.0,5041.0,5127.0,4997.0,4875.0,4659.0,4534.0,4539.0,4419.0,4096.0,3707.0
394910,46,"New Orleans, LA",Msa,LA,3838.0,3818.0,4034.0,4235.0,4438.0,4515.0,4556.0,4494.0,4335.0,4217.0,4087.0,3938.0,3835.0,3810.0,3959.0,4096.0,4273.0,4508.0,4632.0,4735.0,4615.0,4484.0,4216.0,3928.0,3738.0,3614.0,3689.0,3638.0,3747.0,3656.0,3604.0,"","","",2800.0,2681.0,2589.0
394425,47,"Buffalo, NY",Msa,NY,2809.0,2534.0,2544.0,2674.0,2988.0,3253.0,3551.0,3714.0,3782.0,3719.0,3481.0,3129.0,2786.0,2551.0,2579.0,2686.0,2968.0,3258.0,3501.0,3631.0,3652.0,3610.0,3412.0,3039.0,2695.0,2458.0,2399.0,2204.0,2209.0,2382.0,2713.0,2908.0,2872.0,2773.0,2507.0,2158.0,1856.0
395012,48,"Raleigh, NC",Msa,NC,6541.0,6413.0,6869.0,7389.0,7956.0,8306.0,8338.0,8227.0,7891.0,7854.0,7607.0,7286.0,7013.0,6921.0,7305.0,7629.0,8159.0,8756.0,9078.0,9238.0,9065.0,9068.0,8802.0,8322.0,7976.0,7797.0,8098.0,8087.0,8241.0,7924.0,7684.0,7199.0,6794.0,6466.0,5873.0,5186.0,4489.0
394388,49,"Birmingham, AL",Msa,AL,6281.0,6206.0,6452.0,6761.0,7037.0,7264.0,7325.0,7341.0,7213.0,7072.0,6778.0,6340.0,5988.0,5780.0,5970.0,6179.0,6437.0,6674.0,6852.0,6972.0,6889.0,6690.0,6351.0,5891.0,5608.0,5462.0,5612.0,5570.0,5641.0,5586.0,5593.0,5463.0,5344.0,5262.0,5075.0,4739.0,4509.0
395053,50,"Salt Lake City, UT",Msa,UT,2594.0,2559.0,2799.0,3179.0,3698.0,4134.0,4443.0,4691.0,4875.0,5054.0,4975.0,4626.0,4250.0,3937.0,4101.0,4362.0,4814.0,5139.0,5279.0,5318.0,5213.0,5081.0,4680.0,4087.0,3555.0,3214.0,3385.0,3640.0,4069.0,4194.0,4164.0,3957.0,3724.0,3558.0,3172.0,2689.0,2241.0
395031,51,"Rochester, NY",Msa,NY,3071.0,2835.0,2915.0,3198.0,3572.0,3891.0,4083.0,4195.0,4177.0,4084.0,3837.0,3439.0,3043.0,2781.0,2807.0,2983.0,3294.0,3596.0,3803.0,3853.0,3829.0,3754.0,3557.0,3184.0,2803.0,2592.0,2584.0,2482.0,2541.0,2700.0,2983.0,3120.0,3073.0,2996.0,2710.0,2268.0,1888.0
394640,52,"Grand Rapids, MI",Msa,MI,3288.0,2921.0,2950.0,3157.0,3554.0,3919.0,4270.0,4539.0,4629.0,4592.0,4344.0,3966.0,3591.0,3297.0,3289.0,3435.0,3806.0,4231.0,4565.0,4743.0,4789.0,4780.0,4539.0,4094.0,3612.0,3301.0,3270.0,3087.0,3335.0,3510.0,3863.0,3781.0,3560.0,3524.0,3282.0,3035.0,2611.0
395167,53,"Tucson, AZ",Msa,AZ,4963.0,4985.0,5193.0,5198.0,5202.0,5051.0,4847.0,4687.0,4536.0,4557.0,4643.0,4686.0,4828.0,4895.0,5165.0,5275.0,5287.0,5164.0,4943.0,4760.0,4596.0,4561.0,4540.0,4427.0,4390.0,4388.0,4548.0,4449.0,4371.0,4122.0,3917.0,3697.0,3658.0,3786.0,3792.0,3591.0,""
753924,54,"Urban Honolulu, HI",Msa,HI,3490.0,3460.0,3689.0,3928.0,4148.0,4229.0,4319.0,4358.0,4320.0,4244.0,4198.0,4138.0,4135.0,4174.0,4359.0,4532.0,4701.0,4794.0,4893.0,4949.0,4964.0,4909.0,4772.0,4588.0,4381.0,4287.0,4347.0,4327.0,4299.0,4244.0,4354.0,4425.0,4415.0,4365.0,4285.0,4166.0,3977.0
395169,55,"Tulsa, OK",Msa,OK,6906.0,6757.0,6902.0,7081.0,7310.0,7544.0,7748.0,7911.0,7839.0,7646.0,7247.0,6765.0,6400.0,6187.0,6237.0,6348.0,6459.0,6582.0,6629.0,6654.0,6515.0,6313.0,5993.0,5634.0,5363.0,5258.0,5417.0,5390.0,5435.0,5333.0,5276.0,5150.0,4942.0,4783.0,4463.0,4068.0,3671.0
394619,56,"Fresno, CA",Msa,CA,1921.0,1885.0,2009.0,2152.0,2319.0,2431.0,2528.0,2606.0,2648.0,2672.0,2595.0,2457.0,2326.0,2268.0,2361.0,2453.0,2590.0,2691.0,2752.0,2782.0,2764.0,2736.0,2624.0,2422.0,2244.0,2130.0,2150.0,2106.0,2086.0,1988.0,1928.0,1843.0,1795.0,1764.0,1680.0,1531.0,1385.0
395238,57,"Worcester, MA",Msa,MA,2912.0,2632.0,2667.0,2948.0,3369.0,3751.0,3948.0,4043.0,4075.0,4156.0,4014.0,3620.0,3142.0,2805.0,2805.0,2991.0,3387.0,3736.0,3887.0,3846.0,3789.0,3766.0,3607.0,3186.0,2762.0,2493.0,2524.0,2493.0,2592.0,2665.0,2733.0,2672.0,2547.0,2516.0,2343.0,2063.0,1756.0
394415,58,"Stamford, CT",Msa,CT,5716.0,5318.0,5470.0,6369.0,7173.0,7761.0,7579.0,7388.0,7188.0,7051.0,6804.0,6208.0,5622.0,5395.0,5763.0,6362.0,7090.0,7546.0,7718.0,7476.0,7273.0,7098.0,6798.0,6132.0,5464.0,5234.0,5455.0,5482.0,5626.0,5811.0,6257.0,6275.0,6126.0,5870.0,5452.0,4776.0,4092.0
394312,59,"Albuquerque, NM",Msa,NM,3823.0,3637.0,3713.0,3895.0,4158.0,4387.0,4531.0,4624.0,4584.0,4495.0,4272.0,3958.0,3632.0,3397.0,3411.0,3555.0,3747.0,3968.0,4107.0,4190.0,4117.0,4052.0,3881.0,3583.0,3262.0,3046.0,3079.0,3060.0,3140.0,3087.0,3092.0,2992.0,2924.0,2901.0,2776.0,2591.0,2344.0
394308,60,"Albany, NY",Msa,NY,2658.0,2454.0,2468.0,2577.0,2807.0,2994.0,3169.0,3211.0,3227.0,3203.0,3115.0,2904.0,2668.0,2480.0,2466.0,2529.0,2732.0,2914.0,3042.0,3080.0,3094.0,3072.0,2931.0,2653.0,2385.0,2205.0,2159.0,2042.0,2045.0,2109.0,2255.0,2314.0,2310.0,2318.0,2215.0,2012.0,1779.0
394938,61,"Omaha, NE",Msa,NE,3035.0,2907.0,3065.0,3293.0,3598.0,3856.0,4059.0,4188.0,4215.0,4171.0,4037.0,3708.0,3392.0,3119.0,3110.0,3255.0,3569.0,3873.0,4019.0,4098.0,4139.0,4176.0,4010.0,3649.0,3305.0,3135.0,3315.0,3441.0,3655.0,3630.0,3607.0,3422.0,3269.0,3144.0,2921.0,2589.0,2264.0
394908,62,"New Haven, CT",Msa,CT,4079.0,3670.0,3608.0,3908.0,4313.0,4583.0,4595.0,4596.0,4552.0,4492.0,4285.0,3944.0,3590.0,3380.0,3480.0,3735.0,4103.0,4342.0,4445.0,4399.0,4294.0,4164.0,3897.0,3504.0,3145.0,2978.0,3049.0,3003.0,3028.0,3033.0,3157.0,3180.0,3187.0,3169.0,3021.0,2674.0,2322.0
394357,63,"Bakersfield, CA",Msa,CA,2530.0,2573.0,2777.0,2990.0,3162.0,3325.0,3436.0,3555.0,3577.0,3545.0,3383.0,3142.0,2991.0,2908.0,3016.0,3089.0,3222.0,3344.0,3450.0,3511.0,3472.0,3420.0,3290.0,3085.0,2886.0,2777.0,2831.0,2829.0,2896.0,2859.0,2867.0,2810.0,2788.0,2723.0,2519.0,2256.0,2042.0
394753,64,"Knoxville, TN",Msa,TN,4502.0,4346.0,4414.0,4584.0,4807.0,4945.0,5093.0,5219.0,5254.0,5195.0,5015.0,4728.0,4452.0,4282.0,4382.0,4522.0,4709.0,4828.0,4852.0,4864.0,4812.0,4826.0,4749.0,4523.0,4269.0,4028.0,4023.0,3959.0,4007.0,3947.0,3846.0,3638.0,3482.0,3496.0,3466.0,3299.0,3084.0
394653,65,"Greenville, SC",Msa,SC,6324.0,6140.0,6420.0,6634.0,6892.0,6941.0,6970.0,6983.0,6910.0,6809.0,6588.0,6268.0,6034.0,5881.0,6172.0,6390.0,6819.0,7172.0,7581.0,7855.0,7878.0,7745.0,7390.0,6923.0,6620.0,6485.0,6598.0,6616.0,6685.0,6556.0,6417.0,6144.0,5877.0,5618.0,5254.0,4936.0,4615.0
394952,66,"Ventura, CA",Msa,CA,1614.0,1570.0,1707.0,1885.0,2118.0,2310.0,2480.0,2596.0,2642.0,2634.0,2507.0,2301.0,2133.0,2048.0,2150.0,2274.0,2467.0,2598.0,2707.0,2693.0,2590.0,2426.0,2252.0,2005.0,1834.0,1758.0,1842.0,1851.0,1921.0,1991.0,2093.0,2045.0,1950.0,1841.0,1702.0,1500.0,1325.0
394318,67,"Allentown, PA",Msa,PA,3813.0,3591.0,3629.0,3820.0,4123.0,4426.0,4614.0,4679.0,4659.0,4646.0,4514.0,4204.0,3875.0,3646.0,3690.0,3831.0,4059.0,4234.0,4318.0,4332.0,4267.0,4171.0,3945.0,3612.0,3291.0,3072.0,2996.0,2708.0,2658.0,2777.0,3066.0,3109.0,3016.0,2987.0,2870.0,2628.0,2332.0
394561,68,"El Paso, TX",Msa,TX,4534.0,4566.0,4624.0,4630.0,4553.0,4418.0,4340.0,4258.0,4175.0,4112.0,4060.0,3948.0,3842.0,3763.0,3803.0,3815.0,3799.0,3860.0,3923.0,4001.0,3947.0,3918.0,3857.0,3778.0,3704.0,3753.0,3836.0,3822.0,3731.0,3594.0,3434.0,3287.0,3144.0,3098.0,2801.0,2545.0,2296.0
394367,69,"Baton Rouge, LA",Msa,LA,4133.0,4196.0,4444.0,4692.0,4965.0,5211.0,5397.0,5470.0,5366.0,5286.0,5181.0,5038.0,4930.0,4906.0,5105.0,5288.0,5447.0,5566.0,5644.0,5728.0,5675.0,5578.0,5382.0,5159.0,5031.0,4999.0,5123.0,5078.0,5079.0,4958.0,4875.0,4652.0,4394.0,4191.0,3962.0,3771.0,3632.0
394521,70,"Dayton, OH",Msa,OH,2886.0,2756.0,2824.0,2982.0,3152.0,3299.0,3418.0,3522.0,3585.0,3632.0,3548.0,3308.0,2984.0,2729.0,2681.0,2684.0,2762.0,2843.0,2948.0,3008.0,2981.0,2950.0,2827.0,2600.0,2385.0,2225.0,2246.0,2202.0,2223.0,2188.0,2221.0,2236.0,2269.0,2320.0,2259.0,2090.0,1864.0
394843,71,"McAllen, TX",Msa,TX,2292.0,2302.0,2371.0,2406.0,2455.0,2436.0,2424.0,2448.0,2476.0,2546.0,2552.0,2540.0,2581.0,2656.0,2769.0,2765.0,2750.0,2728.0,2732.0,2726.0,2705.0,2696.0,2669.0,2614.0,2586.0,2605.0,2663.0,2626.0,2579.0,2438.0,2295.0,2094.0,"","","",1837.0,1843.0
394486,72,"Columbia, SC",Msa,SC,6131.0,5882.0,5943.0,6129.0,6333.0,6384.0,6385.0,6388.0,6158.0,5949.0,5695.0,5440.0,5222.0,5031.0,5142.0,5194.0,5411.0,5735.0,6165.0,6447.0,6410.0,6198.0,5893.0,5600.0,5494.0,5408.0,5514.0,5365.0,5353.0,5073.0,4847.0,"","","","",3579.0,3294.0
394648,73,"Greensboro, NC",Msa,NC,2908.0,2829.0,2912.0,3093.0,3356.0,3454.0,3503.0,3246.0,3015.0,2782.0,2687.0,2566.0,2469.0,2394.0,2494.0,2556.0,2685.0,2760.0,2859.0,2907.0,2905.0,2847.0,2740.0,2557.0,2404.0,2298.0,2338.0,2327.0,2392.0,2362.0,2345.0,2226.0,2171.0,2172.0,2129.0,2010.0,1877.0
394304,74,"Akron, OH",Msa,OH,3997.0,3754.0,3848.0,4096.0,4419.0,4637.0,4775.0,4835.0,4773.0,4630.0,4363.0,3960.0,3548.0,3262.0,3317.0,3520.0,3888.0,4198.0,4447.0,4515.0,4500.0,4421.0,4235.0,3925.0,3569.0,3305.0,3277.0,3186.0,3194.0,3157.0,3281.0,3334.0,3295.0,3205.0,3013.0,2703.0,2413.0
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,10235.0,10887.0,11700.0,11942.0,11695.0,11103.0,10375.0,9856.0,9444.0,9454.0,9760.0,10152.0,10915.0,11560.0,12335.0,12265.0,11854.0,11244.0,10660.0,10205.0,9694.0,9541.0,9653.0,9807.0,10318.0,10813.0,11248.0,10823.0,10327.0,9768.0,9390.0,8846.0,8349.0,8158.0,7844.0,7487.0,6997.0
394798,76,"Little Rock, AR",Msa,AR,5050.0,4907.0,5062.0,5314.0,5680.0,5939.0,6052.0,6114.0,6082.0,6022.0,5854.0,5566.0,5328.0,5215.0,5375.0,5573.0,5537.0,5401.0,5180.0,5113.0,5156.0,5196.0,5162.0,4917.0,4684.0,4609.0,4725.0,4771.0,4834.0,4797.0,4836.0,4781.0,4613.0,4432.0,4021.0,3561.0,3099.0
395134,77,"Stockton, CA",Msa,CA,1323.0,1261.0,1339.0,1441.0,1598.0,1714.0,1828.0,1949.0,2043.0,2098.0,2038.0,1884.0,1728.0,1617.0,1656.0,1745.0,1867.0,2006.0,2120.0,2198.0,2221.0,2204.0,2109.0,1907.0,1688.0,1555.0,1549.0,1533.0,1564.0,1553.0,1543.0,1462.0,1401.0,1378.0,1283.0,1122.0,969.0
394457,78,"Charleston, SC",Msa,SC,5803.0,5809.0,6196.0,6594.0,6950.0,7078.0,7040.0,6904.0,6613.0,6605.0,6524.0,6415.0,6262.0,6268.0,6661.0,6964.0,7266.0,7481.0,7587.0,7608.0,7345.0,7239.0,6953.0,6674.0,6431.0,6394.0,6580.0,6541.0,6658.0,6602.0,6521.0,6155.0,5791.0,5668.0,5400.0,5037.0,4543.0
395143,79,"Syracuse, NY",Msa,NY,2595.0,2408.0,2419.0,2573.0,2800.0,3020.0,3222.0,3367.0,3379.0,3261.0,3031.0,2736.0,2447.0,2256.0,2256.0,2371.0,2553.0,2708.0,2834.0,2915.0,2918.0,2856.0,2640.0,2338.0,2039.0,1858.0,1798.0,1684.0,1681.0,1757.0,1904.0,1974.0,1963.0,1929.0,1776.0,1553.0,1376.0
394484,80,"Colorado Springs, CO",Msa,CO,1901.0,1849.0,2056.0,2386.0,2886.0,3345.0,3736.0,3914.0,3941.0,3795.0,3542.0,3164.0,2819.0,2566.0,2607.0,2797.0,3185.0,3599.0,3899.0,4053.0,3977.0,3823.0,3463.0,3047.0,2705.0,2546.0,2738.0,2864.0,3253.0,3545.0,3903.0,3940.0,3779.0,3611.0,3264.0,2850.0,2485.0
395235,81,"Winston-Salem, NC",Msa,NC,2605.0,2544.0,2712.0,2971.0,3290.0,3379.0,3455.0,3235.0,3057.0,2832.0,2719.0,2531.0,2349.0,2249.0,2392.0,2547.0,2705.0,2742.0,2772.0,2769.0,2777.0,2763.0,2693.0,2518.0,2400.0,2328.0,2453.0,2439.0,2446.0,2312.0,2251.0,2162.0,2106.0,2104.0,2041.0,1925.0,1783.0
395224,82,"Wichita, KS",Msa,KS,2687.0,2553.0,2574.0,2641.0,2782.0,2927.0,3010.0,3073.0,3031.0,3038.0,2984.0,2870.0,2732.0,2605.0,2627.0,2690.0,2766.0,2811.0,2771.0,2753.0,2679.0,2644.0,2517.0,2355.0,2228.0,2173.0,2220.0,2215.0,2245.0,2192.0,2170.0,2115.0,2124.0,2137.0,2110.0,1985.0,""
